REF_IND,GENRE_IND,TYP_DOC_ID_IND,NUM_DOC_ID_IND,LIEU_DOC_ID_IND,DATE_DOC_ID_IND,COD_TVA_IND,NOM_IND,PRE_IND,DAT_NAISS_CREAT,GRP_IND,LIM_CRED_GLO_IND,LIM_FIN_GLO_IND,INFO_IND,DAT_INFO_IND,ID_NLDP,COD_SCLAS,ABRV_IND,LOGO_IND,PHOTO_IND,MF_IND,RC_IND,EXO_TVA,DAT_DEB_EXO,DAT_FIN_EXO,TEL_IND,FAX_IND,EMAIL_IND,REF_ADH_IND,FROM_JUR_IND,EXO_IND,ADR_IND,CP_IND,REF_ACH_IND,ID_GROUPE
47,PM   ,Registre De Commerce,B2700862012,NUMÉRO INTROUVABLE,2012-04-05,1243267H            ,XF47,SH47,2012-04-05,False,,,0,,1.0,0000000,,,,1243267/H,B2700862012,False,2014-02-10,2014-02-10,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41794574,
48,PM   ,Registre De Commerce,B 161271996,NUMÉRO INTROUVABLE,1972-03-12,0000767T            ,XF48,SH48,1972-03-12,False,,,0,,1.0,0000000,,,,0000767/T,B 161271996,False,2014-02-10,2014-02-10,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41708176,
49,PM   ,Registre De Commerce,B1501997,NUMÉRO INTROUVABLE,2002-07-12,0000732G            ,XF49,SH49,2002-07-12,False,,,0,,1.0,0000000,,,,0000732/G,B1501997,False,2014-02-10,2014-02-10,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41799921,
50,PM   ,Registre De Commerce,B02168222011,NUMÉRO INTROUVABLE,2011-10-14,1216661L            ,XF50,SH50,2011-10-14,False,,,0,,1.0,0000000,,,,1216661/L,B02168222011,False,2014-02-10,2014-02-10,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41779497,
51,PM   ,Registre De Commerce,B 112032001,NUMÉRO INTROUVABLE,1988-09-05,0035743Y            ,XF51,SH51,1988-09-05,False,,,0,,1.0,0000000,,,,0035743/Y,B 112032001,False,2014-02-10,2014-02-10,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41799901,
52,PM   ,Registre De Commerce,B0233392011,NUMÉRO INTROUVABLE,2011-03-11,1188675H            ,XF52,SH52,2011-03-11,False,,,0,,1.0,0000000,,,,1188675/H,B0233392011,False,2014-02-10,2014-02-10,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41778788,
53,PM   ,Registre De Commerce,B0246812009,NUMÉRO INTROUVABLE,2009-06-18,0000000A            ,XF53,SH53,2009-06-18,False,,,0,,1.0,0000000,,,,0000000/A,B0246812009,False,2014-02-10,2014-02-10,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,REF INT,
54,PM   ,Registre De Commerce,B183471996,NUMÉRO INTROUVABLE,1972-11-15,0002440F            ,XF54,SH54,1972-11-15,False,,,0,,1.0,0000000,,,,0002440/F,B183471996,False,2014-02-10,2014-02-10,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41701279,
55,PM   ,Registre De Commerce,B02208072012,NUMÉRO INTROUVABLE,2012-11-07,1270305Z            ,XF55,SH55,2012-11-07,False,,,0,,1.0,0000000,,,,1270305/Z,B02208072012,False,2014-02-10,2014-02-10,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41796625,
56,PM   ,Registre De Commerce,B113641997,NUMÉRO INTROUVABLE,2007-01-02,0000953T            ,XF56,SH56,2007-01-02,False,,,0,,1.0,0000000,,,,0000953/T,B113641997,False,2014-02-10,2014-02-10,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41794198,
59,PM   ,Registre De Commerce,B 121131998,NUMÉRO INTROUVABLE,1979-06-28,0005378F            ,XF57,SH57,1979-06-28,False,,,0,,1.0,0000000,,,,0005378/F,B 121131998,False,2014-02-10,2014-02-10,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41799044,
60,PM   ,Registre De Commerce,B02102692009,NUMÉRO INTROUVABLE,2009-07-08,1106633W            ,XF58,SH58,2009-07-08,False,,,0,,1.0,0000000,,,,1106633/W,B02102692009,False,2014-02-10,2014-02-10,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41742036,
61,PM   ,Registre De Commerce,B0248862008,NUMÉRO INTROUVABLE,2008-06-23,1058891R            ,XF59,SH59,2008-06-23,False,,,0,,1.0,0000000,,,,1058891/R,B0248862008,False,2014-02-10,2014-02-10,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41797928,
62,PM   ,Registre De Commerce,B0274022007,NUMÉRO INTROUVABLE,2007-11-13,1025115B            ,XF60,SH60,2007-11-13,False,,,0,,1.0,0000000,,,,1025115/B,B0274022007,False,2014-02-10,2014-02-10,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41793766,
63,PM   ,Registre De Commerce,B0257822006,NUMÉRO INTROUVABLE,2006-11-17,0978833S            ,XF61,SH61,2006-11-17,False,,,0,,1.0,0000000,,,,0978833/S,B0257822006,False,2014-02-10,2014-02-10,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41799929,
64,PM   ,Registre De Commerce,B0339872005,NUMÉRO INTROUVABLE,1998-01-02,T                   ,XF62,SH62,1998-01-02,False,,,0,,1.0,0000000,,,,T      / ,B0339872005,False,2014-02-10,2014-02-10,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,REF INT,
65,PM   ,Registre De Commerce,B119111997,NUMÉRO INTROUVABLE,1993-03-12,0035700L            ,XF63,SH63,1993-03-12,False,,,0,,1.0,0000000,,,,0035700/L,B119111997,False,2014-02-10,2014-02-10,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41764920,
66,PM   ,Registre De Commerce,B112482003,NUMÉRO INTROUVABLE,2003-02-19,0828474F            ,XF64,SH64,2003-02-19,False,,,0,,1.0,0000000,,,,0828474/F,B112482003,False,2014-02-10,2014-02-10,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41799047,
67,PM   ,Registre De Commerce,B180501997,NUMÉRO INTROUVABLE,2006-12-13,0006919S            ,XF65,SH65,2006-12-13,False,,,0,,1.0,0000000,,,,0006919/S,B180501997,False,2014-02-10,2014-02-10,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41793685,
68,PM   ,Registre De Commerce,B 1106221997,NUMÉRO INTROUVABLE,1980-05-02,0035715T            ,XF66,SH66,1980-05-02,False,,,0,,1.0,0000000,,,,0035715/T,B 1106221997,False,2014-02-10,2014-02-10,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41704774,
69,PM   ,Registre De Commerce,B0256262006,NUMÉRO INTROUVABLE,1989-03-29,0035753A            ,XF67,SH67,1989-03-29,False,,,0,,1.0,0000000,,,,0035753/A,B0256262006,False,2014-02-10,2014-02-10,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41774012,
70,PM   ,Registre De Commerce,B 1117741997,NUMÉRO INTROUVABLE,1989-12-28,0045358Y            ,XF68,SH68,1989-12-28,False,,,0,,1.0,0000000,,,,0045358/Y,B 1117741997,False,2014-02-10,2014-02-10,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41793252,
71,PM   ,Registre De Commerce,B0228472009,NUMÉRO INTROUVABLE,2004-01-08,0859468D            ,XF69,SH69,2004-01-08,False,,,0,,1.0,0000000,,,,0859468/D,B0228472009,False,2014-02-10,2014-02-10,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41789654,
72,PM   ,Registre De Commerce,B2587592008,NUMÉRO INTROUVABLE,2008-12-03,1077887C            ,XF70,SH70,2008-12-03,False,,,0,,1.0,0000000,,,,1077887/C,B2587592008,False,2014-02-10,2014-02-10,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41799932,
73,PM   ,Registre De Commerce,B0846722008,NUMÉRO INTROUVABLE,2007-03-24,1000597B            ,XF71,SH71,2007-03-24,False,,,0,,1.0,0000000,,,,1000597/B,B0846722008,False,2014-02-10,2014-02-10,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41799063,
74,PM   ,Registre De Commerce,B 127281996,NUMÉRO INTROUVABLE,1990-05-12,0035799Q            ,XF72,SH72,1990-05-12,False,,,0,,1.0,0000000,,,,0035799/Q,B 127281996,False,2014-02-10,2014-02-10,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41799918,
75,PM   ,Registre De Commerce,B 122521997,NUMÉRO INTROUVABLE,1985-05-15,0026832X            ,XF73,SH73,1985-05-15,False,,,0,,1.0,0000000,,,,0026832/X,B 122521997,False,2014-02-10,2014-02-10,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41745586,
76,PM   ,Registre De Commerce,B2519542006,NUMÉRO INTROUVABLE,2006-04-12,0635801E            ,XF74,SH74,2006-04-12,False,,,0,,1.0,KK74302,,,,0635801/E,B2519542006,False,2014-02-10,2014-02-10,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41799061,
77,PM   ,Registre De Commerce,B 1155391997,NUMÉRO INTROUVABLE,1996-12-06,0588259N            ,XF75,SH75,1996-12-06,False,,,0,,1.0,NN85310,,,,0588259/N,B 1155391997,False,2014-02-10,2014-02-10,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41799576,
78,PM   ,Registre De Commerce,B 121161998,NUMÉRO INTROUVABLE,1981-02-16,0012380R            ,XF76,SH76,1981-02-16,False,,,0,,1.0,NN85310,,,,0012380/R,B 121161998,False,2014-02-10,2014-02-10,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41799043,
79,PM   ,Registre De Commerce,B0240512011,NUMÉRO INTROUVABLE,2011-03-17,1190065G            ,XF77,SH77,2011-03-17,False,,,0,,1.0,NN85310,,,,1190065/G,B0240512011,False,2014-02-10,2014-02-10,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41778745,
80,ASS  ,Registre De Commerce,B115012002,71903565,2014-02-11,0787268Y            ,XF78,SH78,2014-02-11,False,,,0,,1.0,JJ66010,,,,0787268/Y,,False,2014-02-11,2014-02-11,71903565,71909998,info@assurcredit.com.tn,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,REF INT,
81,PM   ,Registre De Commerce,B0124052012,NUMÉRO INTROUVABLE,2012-01-21,1233258B            ,XF79,SH79,2012-01-21,False,,,,,2.0,0000000,GNX0514             ,,,1233258/B,B0124052012,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,40982619,SARL                                                                                                ,False,ADRS Introuvable,2095      ,41782619,
82,PM   ,Registre De Commerce,06,NUMÉRO INTROUVABLE,2014-02-12,0036708Z            ,XF80,SH80,2014-02-12,False,,,0,,1.0,0000000,,,,0036708/Z,06,False,2014-02-12,2014-02-12,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782636,
83,PM   ,Registre De Commerce,1,NUMÉRO INTROUVABLE,2014-02-13,0917591G            ,XF81,SH81,2014-02-13,False,,,0,,1.0,NN85310,,,,0917591/G,1,False,2014-02-13,2014-02-13,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782616,
84,PM   ,Registre De Commerce,2,NUMÉRO INTROUVABLE,2014-02-13,0684595R            ,XF82,SH82,2014-02-13,False,,,0,,1.0,NN85310,,,,0684595/R,2,False,2014-02-13,2014-02-13,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782615,
85,PM   ,Registre De Commerce,3,NUMÉRO INTROUVABLE,2014-02-13,0761375N            ,XF83,SH83,2014-02-13,False,,,0,,1.0,NN85310,,,,0761375/N,3,False,2014-02-13,2014-02-13,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782295,
86,PM   ,Registre De Commerce,6,NUMÉRO INTROUVABLE,2014-02-13,0373290X            ,XF84,SH84,2014-02-13,False,,,0,,1.0,NN85310,,,,0373290/X,6,False,2014-02-13,2014-02-13,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782614,
87,PM   ,Registre De Commerce,7,NUMÉRO INTROUVABLE,2014-02-13,0397962T            ,XF85,SH85,2014-02-13,False,,,0,,1.0,NN85310,,,,0397962/T,7,False,2014-02-13,2014-02-13,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782624,
88,PM   ,Registre De Commerce,8,NUMÉRO INTROUVABLE,2014-02-13,0000022G            ,XF86,SH86,2014-02-13,False,,,0,,1.0,NN85310,,,,0000022/G,8,False,2014-02-13,2014-02-13,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782298,
89,PM   ,Registre De Commerce,9,NUMÉRO INTROUVABLE,2014-02-13,0001214S            ,XF87,SH87,2014-02-13,False,,,0,,1.0,NN85310,,,,0001214/S,9,False,2014-02-13,2014-02-13,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782626,
90,PM   ,Registre De Commerce,10,NUMÉRO INTROUVABLE,2014-02-13,0002388V            ,XF88,SH88,2014-02-13,False,,,0,,1.0,NN85310,,,,0002388/V,10,False,2014-02-13,2014-02-13,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782315,
91,PM   ,Registre De Commerce,11,NUMÉRO INTROUVABLE,2014-02-13,0000080S            ,XF89,SH89,2014-02-13,False,,,0,,1.0,NN85310,,,,0000080/S,11,False,2014-02-13,2014-02-13,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782290,
92,PM   ,Registre De Commerce,12,NUMÉRO INTROUVABLE,2014-02-13,0000121J            ,XF90,SH90,2014-02-13,False,,,0,,1.0,NN85310,,,,0000121/J,12,False,2014-02-13,2014-02-13,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782299,
93,PM   ,Registre De Commerce,13,NUMÉRO INTROUVABLE,2014-02-13,0000271Y            ,XF91,SH91,2014-02-13,False,,,0,,1.0,NN85310,,,,0000271/Y,13,False,2014-02-13,2014-02-13,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782275,
94,PM   ,Registre De Commerce,14,NUMÉRO INTROUVABLE,2014-02-13,0031041F            ,XF92,SH92,2014-02-13,False,,,0,,1.0,NN85310,,,,0031041/F,14,False,2014-02-13,2014-02-13,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782621,
95,PM   ,B24162142009,15,NUMÉRO INTROUVABLE,2014-02-13,120822H             ,XF93,SH93,2014-02-13,False,,,0,,1.0,NN85310,,,,F      / ,15,False,2014-02-13,2014-02-13,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782291,
96,PM   ,Registre De Commerce,20,NUMÉRO INTROUVABLE,2014-02-13,0000673N            ,XF94,SH94,2014-02-13,False,,,0,,1.0,NN85310,,,,0000673/N,20,False,2014-02-13,2014-02-13,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782307,
97,PM   ,Registre De Commerce,21,NUMÉRO INTROUVABLE,2014-02-13,N                   ,XF95,SH95,2014-02-13,False,,,0,,1.0,NN85310,,,,N      / ,21,False,2014-02-13,2014-02-13,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782293,
98,PM   ,Registre De Commerce,22,NUMÉRO INTROUVABLE,2014-02-13,0010575S            ,XF96,SH96,2014-02-13,False,,,0,,1.0,NN85310,,,,0010575/S,22,False,2014-02-13,2014-02-13,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782276,
99,PM   ,Registre De Commerce,23,NUMÉRO INTROUVABLE,2014-02-13,0426905Y            ,XF97,SH97,2014-02-13,False,,,0,,1.0,NN85310,,,,0426905/Y,23,False,2014-02-13,2014-02-13,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782627,
100,PM   ,Registre De Commerce,24,NUMÉRO INTROUVABLE,2014-02-13,1175228T            ,XF98,SH98,2014-02-13,False,,,0,,1.0,NN85310,,,,1175228/T,24,False,2014-02-13,2014-02-13,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782317,
101,PM   ,Registre De Commerce,26,NUMÉRO INTROUVABLE,2014-02-13,0000863S            ,XF99,SH99,2014-02-13,False,,,0,,1.0,NN85310,,,,0000863/S,26,False,2014-02-13,2014-02-13,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782304,
102,PM   ,Registre De Commerce,27,NUMÉRO INTROUVABLE,2014-02-13,1248049W            ,XF100,SH100,2014-02-13,False,,,0,,1.0,NN85310,,,,1248049/W,27,False,2014-02-13,2014-02-13,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782625,
103,PM   ,Registre De Commerce,28,NUMÉRO INTROUVABLE,2014-02-13,0014225P            ,XF101,SH101,2014-02-13,False,,,0,,1.0,NN85310,,,,0014225/P,28,False,2014-02-13,2014-02-13,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782622,
104,PM   ,Registre De Commerce,29,NUMÉRO INTROUVABLE,2014-02-13,0009878P            ,XF102,SH102,2014-02-13,False,,,0,,1.0,NN85310,,,,0009878/P,29,False,2014-02-13,2014-02-13,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,REF INT,
105,PM   ,Registre De Commerce,30,NUMÉRO INTROUVABLE,2014-02-13,0875158K            ,XF103,SH103,2014-02-13,False,,,0,,1.0,NN85310,,,,0875158/K,30,False,2014-02-13,2014-02-13,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782296,
106,PM   ,Registre De Commerce,32,NUMÉRO INTROUVABLE,2014-02-13,0009277T            ,XF104,SH104,2014-02-13,False,,,0,,1.0,NN85310,,,,0009277/T,32,False,2014-02-13,2014-02-13,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782300,
107,PM   ,Registre De Commerce,33,NUMÉRO INTROUVABLE,2014-02-13,0937592T            ,XF105,SH105,2014-02-13,False,,,0,,1.0,NN85310,,,,0937592/T,33,False,2014-02-13,2014-02-13,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782620,
108,PM   ,Registre De Commerce,34,NUMÉRO INTROUVABLE,2014-02-13,0001110K            ,XF106,SH106,2014-02-13,False,,,0,,1.0,NN85310,,,,0001110/K,34,False,2014-02-13,2014-02-13,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,REF INT,
109,PM   ,Registre De Commerce,35,NUMÉRO INTROUVABLE,2014-02-13,0033134T            ,XF107,SH107,2014-02-13,False,,,0,,1.0,NN85310,,,,0033134/T,35,False,2014-02-13,2014-02-13,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41785647,
110,PM   ,Registre De Commerce,36,NUMÉRO INTROUVABLE,2014-02-13,1242376H            ,XF108,SH108,2014-02-13,False,,,0,,1.0,NN85310,,,,1242376/H,36,False,2014-02-13,2014-02-13,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782628,
111,PM   ,Registre De Commerce,37,NUMÉRO INTROUVABLE,2014-02-13,0513287H            ,XF109,SH109,2014-02-13,False,,,0,,1.0,NN85310,,,,0513287/H,37,False,2014-02-13,2014-02-13,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782274,
112,PM   ,Registre De Commerce,38,NUMÉRO INTROUVABLE,2014-02-13,0024497T            ,XF110,SH110,2014-02-13,False,,,0,,1.0,NN85310,,,,0024497/T,38,False,2014-02-13,2014-02-13,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782283,
113,PM   ,Registre De Commerce,39,NUMÉRO INTROUVABLE,2014-02-13,0868024D            ,XF111,SH111,2014-02-13,False,,,0,,1.0,NN85310,,,,0868024/D,39,False,2014-02-13,2014-02-13,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782273,
114,PM   ,Registre De Commerce,40,NUMÉRO INTROUVABLE,2014-02-13,0789012H            ,XF112,SH112,2014-02-13,False,,,0,,1.0,0000000,,,,0789012/H,40,False,2014-02-13,2014-02-13,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41788900,
115,PM   ,Registre De Commerce,41,NUMÉRO INTROUVABLE,2014-02-13,0437842K            ,XF113,SH113,2014-02-13,False,,,0,,1.0,NN85310,,,,0437842/K,41,False,2014-02-13,2014-02-13,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782632,
116,PM   ,Registre De Commerce,42,NUMÉRO INTROUVABLE,2014-02-13,0909642D            ,XF114,SH114,2014-02-13,False,,,0,,1.0,NN85310,,,,0909642/D,42,False,2014-02-13,2014-02-13,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782610,
117,PM   ,Registre De Commerce,43,NUMÉRO INTROUVABLE,2014-02-13,1032363J            ,XF115,SH115,2014-02-13,False,,,0,,1.0,NN85310,,,,1032363/J,43,False,2014-02-13,2014-02-13,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782611,
